brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Nissan,X-Trail,2017,190194,Diesel,Automatique,bon etat,monospace,129,1.2,2,1,imported,Kairouan,noir,0,0,1,1,1,0,0,7094
Kia,Sportage,2006,383985,Essence,Manuelle,bon etat,SUV,125,1.7,1,0,local,Sousse,vert,1,1,0,0,1,0,1,2000
Chery,Arrizo,2015,178553,Hybride,Automatique,tres bon etat,berline,171,2.2,1,0,local,Ariana,argent,0,0,1,0,1,0,0,3164
BMW,116i,2006,258702,Diesel,Manuelle,excellent,compacte,96,1.3,1,0,local,Sousse,noir,0,1,1,0,0,0,0,3173
Mitsubishi,Outlander,2021,71691,Essence,Automatique,moyen,SUV,219,2.3,3,0,imported,Bizerte,blanc,0,0,1,0,0,1,1,13688
Fiat,500,2021,92570,Essence,Automatique,tres bon etat,SUV,194,2.5,2,0,imported,Gafsa,gris,1,0,1,0,0,0,1,12776
Peugeot,207,2022,60358,Diesel,Manuelle,excellent,monospace,148,1.6,3,0,local,Ben Arous,bleu,0,1,0,1,1,1,1,21055
Kia,Carens,2007,265681,Diesel,Automatique,tres bon etat,SUV,219,2.6,3,0,local,Nabeul,rouge,0,1,1,1,0,0,0,2000
BMW,520d,2006,166789,Essence,Manuelle,tres bon etat,citadine,86,1.1,2,0,local,Ben Arous,vert,1,1,1,0,0,0,0,5614
Audi,A6,2023,26494,Diesel,Manuelle,bon etat,citadine,76,1.1,1,0,local,Sousse,blanc,1,0,0,0,0,1,1,53728
Volkswagen,Golf 4,2024,18011,Diesel,Automatique,moyen,citadine,65,0.9,1,0,local,Tunis,beige,0,1,1,0,1,1,0,25760
Fiat,Punto,2010,264094,Diesel,Automatique,tres bon etat,berline,111,1.4,3,0,imported,Sfax,gris,1,0,0,0,1,1,0,2000
Chery,Tiggo,2016,193888,Essence,Manuelle,bon etat,berline,116,1.2,2,0,local,Sfax,argent,1,0,0,0,1,0,0,3754
Fiat,Punto,2015,179864,Essence,Automatique,excellent,berline,133,1.8,1,0,local,Gafsa,gris,0,0,1,0,0,1,0,2078
Volkswagen,Polo,2010,211054,Essence,Manuelle,tres bon etat,compacte,94,1.1,4,0,local,Ben Arous,blanc,0,0,0,0,0,0,1,2000
Mitsubishi,Outlander,2006,374153,Diesel,Manuelle,tres bon etat,break,128,1.4,1,0,local,Bizerte,rouge,0,0,1,1,1,0,0,2000
Mitsubishi,Outlander,2015,195619,Essence,Manuelle,bon etat,break,153,1.7,1,1,local,Nabeul,rouge,0,1,1,1,1,0,0,4388
Ford,Kuga,2022,36524,Essence,Automatique,tres bon etat,SUV,136,1.4,3,1,imported,Nabeul,gris,0,1,1,0,0,1,0,14781
Audi,A6,2019,101588,Essence,Manuelle,tres bon etat,berline,124,1.7,1,0,local,Nabeul,beige,0,0,1,0,1,0,0,33317
Dacia,Logan,2014,233224,Essence,Automatique,bon etat,citadine,60,0.9,1,1,imported,Gabes,vert,0,1,0,1,1,0,0,2000
BMW,320i,2012,24518,Essence,Manuelle,tres bon etat,citadine,85,1.2,1,0,imported,Gafsa,gris,1,1,1,0,0,0,0,20520
Toyota,Hiace,2005,221544,Essence,Manuelle,bon etat,berline,138,1.7,1,0,local,Gabes,noir,0,0,0,1,0,0,0,2000
Audi,A6,2012,239415,Essence,Manuelle,moyen,break,122,1.6,3,0,local,Ben Arous,bleu,0,1,1,1,1,0,1,11292
Mercedes,E200,2014,286167,Essence,Manuelle,bon etat,monospace,145,1.9,2,1,local,Sousse,gris,1,1,0,0,0,1,0,12045
Mercedes,C180,2013,278039,Essence,Automatique,moyen,SUV,214,2.8,3,0,local,Gabes,argent,0,0,1,0,1,0,0,11217
Suzuki,Swift,2024,8698,Diesel,Manuelle,tres bon etat,monospace,136,1.9,1,0,local,Ben Arous,blanc,0,0,0,0,1,0,0,18620
Renault,Captur,2016,193086,Essence,Manuelle,bon etat,monospace,127,1.4,1,0,local,Sfax,rouge,0,0,1,1,0,0,1,6148
Audi,A6,2009,427937,Diesel,Manuelle,moyen,berline,141,1.6,1,0,local,Gafsa,noir,0,0,1,0,0,0,0,2000
Toyota,Hiace,2023,3446,Hybride,Automatique,tres bon etat,compacte,119,1.6,2,0,imported,Gabes,argent,1,0,0,0,0,0,1,31220
Kia,Carens,2022,44375,Diesel,Manuelle,bon etat,citadine,79,1.1,2,1,imported,Bizerte,vert,0,0,0,1,1,0,1,13792
Fiat,Punto,2018,111289,Essence,Manuelle,bon etat,break,129,1.7,2,0,local,Tunis,beige,1,0,0,0,1,0,1,6614
Opel,Astra,2017,84264,Diesel,Automatique,tres bon etat,citadine,82,1.5,1,0,local,Sousse,vert,1,0,0,0,1,0,1,9987
Kia,Sportage,2019,128870,Essence,Manuelle,bon etat,berline,180,2.0,1,0,local,Tunis,beige,1,1,0,1,0,0,0,11765
Dacia,Sandero,2011,235205,Diesel,Manuelle,tres bon etat,SUV,125,1.5,1,0,local,Gafsa,bleu,0,1,1,1,0,0,1,2000
Nissan,Micra,2006,286638,Essence,Automatique,bon etat,break,131,1.8,2,0,local,Nabeul,gris,0,0,0,1,0,0,0,2000
Dacia,Logan,2011,102281,Essence,Manuelle,tres bon etat,monospace,149,2.0,3,0,imported,Bizerte,blanc,1,1,0,0,0,0,0,2000
Mercedes,E200,2020,71648,Essence,Manuelle,bon etat,break,140,2.0,1,1,local,Nabeul,vert,0,0,0,0,0,1,1,32361
Mitsubishi,Outlander,2013,197091,Essence,Automatique,moyen,SUV,141,1.9,2,0,local,Tunis,bleu,0,0,0,0,0,1,0,2000
Mitsubishi,Lancer,2014,260925,Essence,Manuelle,bon etat,monospace,160,2.0,3,0,local,Gabes,beige,0,1,0,0,0,0,1,2000
Kia,Rio,2021,71527,Diesel,Automatique,bon etat,citadine,95,1.0,1,0,local,Kairouan,vert,1,1,0,0,1,0,1,16513
Kia,Picanto,2016,137750,Diesel,Automatique,bon etat,SUV,155,2.0,3,0,imported,Gafsa,bleu,0,0,0,1,0,0,0,5062
Audi,Q3,2005,326519,Essence,Manuelle,tres bon etat,SUV,171,2.0,2,0,local,Sfax,blanc,0,0,1,0,0,0,0,2000
Volkswagen,Golf 7,2011,245081,Essence,Automatique,bon etat,SUV,216,2.9,1,0,imported,Bizerte,rouge,0,0,0,0,0,1,1,2000
Opel,Corsa,2012,139663,Essence,Manuelle,bon etat,monospace,125,1.4,2,0,imported,Ben Arous,bleu,0,1,1,0,0,0,0,2181
Volkswagen,Golf 7,2021,39265,Essence,Manuelle,tres bon etat,citadine,63,0.9,3,0,imported,Ben Arous,bleu,1,0,0,1,0,1,1,21721
Volkswagen,Golf 5,2018,84124,Diesel,Manuelle,bon etat,monospace,155,1.7,2,0,imported,Gabes,blanc,0,1,1,1,1,0,0,14500
Volkswagen,Passat,2009,157468,Diesel,Automatique,excellent,berline,168,2.1,4,0,local,Sfax,gris,0,0,0,0,0,1,1,2076
Chery,Arrizo,2016,188341,Essence,Automatique,excellent,compacte,129,1.3,1,0,local,Ben Arous,beige,1,0,1,0,0,0,1,4270
Mitsubishi,Lancer,2021,41279,Diesel,Manuelle,bon etat,compacte,116,1.8,2,1,imported,Bizerte,bleu,1,0,0,1,0,1,0,12267
Chery,Tiggo,2016,120285,Essence,Manuelle,tres bon etat,break,102,1.6,2,0,local,Ben Arous,argent,0,1,0,0,0,0,0,5449
Fiat,Punto,2020,30096,Essence,Automatique,bon etat,compacte,111,1.5,1,1,imported,Ariana,rouge,0,1,0,1,0,1,1,9631
Fiat,Punto,2007,236314,Essence,Manuelle,bon etat,berline,141,1.4,1,0,imported,Ben Arous,noir,1,0,1,1,0,0,1,2000
Nissan,Micra,2009,244152,Diesel,Automatique,tres bon etat,citadine,87,1.4,3,0,local,Ben Arous,beige,1,1,0,1,1,0,0,2000
Dacia,Logan,2017,81584,Essence,Manuelle,bon etat,break,117,1.2,2,0,local,Sousse,blanc,0,1,0,0,1,0,0,6085
Audi,A3,2021,60221,Essence,Manuelle,bon etat,break,145,1.6,1,0,imported,Sfax,noir,1,1,0,1,0,0,0,43542
Opel,Insignia,2019,64249,Diesel,Manuelle,bon etat,break,157,2.4,1,0,local,Nabeul,beige,0,1,1,0,0,1,1,12148
Audi,A4,2023,34704,Essence,Automatique,moyen,break,113,1.6,1,0,local,Ben Arous,bleu,0,1,1,0,1,0,0,45831
Mercedes,E200,2023,31854,Essence,Manuelle,moyen,citadine,84,0.9,4,0,imported,Ben Arous,vert,1,0,0,0,1,1,0,46732
Mitsubishi,Lancer,2005,443255,Diesel,Manuelle,tres bon etat,SUV,179,2.2,3,0,local,Bizerte,bleu,1,1,0,0,1,0,0,2000
Suzuki,Swift,2023,22983,Essence,Manuelle,bon etat,citadine,63,0.9,3,0,local,Sfax,blanc,1,0,1,0,1,0,0,16991
Peugeot,308,2012,296695,Essence,Manuelle,excellent,berline,131,1.5,1,0,local,Ariana,gris,0,1,1,1,0,1,0,2000
Mitsubishi,Lancer,2015,70995,Essence,Manuelle,a reparer,citadine,74,1.3,1,0,local,Sousse,noir,1,0,1,0,0,0,0,4131
Peugeot,206,2024,20377,Essence,Automatique,tres bon etat,SUV,173,2.1,1,0,imported,Ariana,beige,0,0,1,1,1,1,0,28481
BMW,116i,2014,154084,Diesel,Manuelle,bon etat,berline,164,2.1,2,0,local,Tunis,argent,0,0,1,0,0,1,0,16934
Peugeot,206,2007,365329,Essence,Automatique,bon etat,berline,142,1.4,4,0,imported,Ben Arous,blanc,1,1,0,0,1,0,0,2000
Suzuki,Celerio,2023,21835,Essence,Manuelle,bon etat,citadine,88,1.3,1,0,local,Bizerte,rouge,0,1,0,0,0,1,0,15693
Opel,Astra,2024,17234,Essence,Manuelle,bon etat,SUV,197,2.5,1,0,imported,Nabeul,beige,0,1,1,0,1,1,0,21174
Hyundai,Accent,2023,33174,Diesel,Automatique,moyen,SUV,125,1.6,1,1,local,Sousse,argent,0,1,0,1,0,1,0,13801
Volkswagen,Polo,2007,227536,Essence,Manuelle,tres bon etat,berline,125,1.7,2,0,local,Gabes,argent,1,1,1,0,0,1,0,2000
BMW,320i,2024,23603,Essence,Manuelle,excellent,citadine,93,1.2,1,0,local,Nabeul,bleu,0,1,1,1,1,1,0,67841
Ford,Fiesta,2011,210757,Diesel,Automatique,tres bon etat,berline,178,2.2,4,1,local,Bizerte,argent,0,1,0,0,0,0,0,2000
Chery,Tiggo,2022,29160,Hybride,Manuelle,a reparer,berline,145,1.8,3,0,local,Sfax,noir,0,1,0,0,1,1,1,10212
Renault,Clio,2005,308875,Essence,Manuelle,excellent,citadine,82,0.9,1,0,local,Sfax,noir,1,0,0,1,1,0,0,2000
Chery,Tiggo,2006,312777,Essence,Manuelle,tres bon etat,compacte,92,1.1,3,0,imported,Sousse,noir,1,0,1,0,1,1,0,2000
Peugeot,3008,2022,55030,Diesel,Manuelle,tres bon etat,break,104,1.2,1,0,local,Sfax,gris,0,1,0,0,1,0,0,21814
Suzuki,Celerio,2006,285404,Essence,Automatique,bon etat,berline,151,1.8,1,0,local,Gafsa,argent,1,1,0,0,1,0,0,2000
Kia,Sportage,2019,96847,Diesel,Manuelle,tres bon etat,berline,124,1.7,2,0,local,Nabeul,bleu,0,1,1,0,1,0,1,13729
Suzuki,Swift,2024,14495,Essence,Manuelle,moyen,berline,158,2.2,1,0,local,Ben Arous,gris,1,0,0,0,0,0,0,15833
Hyundai,Accent,2021,62117,Essence,Manuelle,bon etat,citadine,74,0.9,1,0,imported,Gafsa,noir,0,0,0,0,0,0,0,14070
Peugeot,208,2019,116970,Essence,Manuelle,excellent,monospace,122,1.6,3,0,local,Gabes,beige,1,1,0,1,0,1,1,14562
Volkswagen,Golf 4,2012,187277,Diesel,Manuelle,moyen,SUV,212,2.1,1,0,local,Sousse,rouge,0,0,1,0,0,1,0,2908
Peugeot,208,2011,230923,Essence,Automatique,bon etat,break,141,2.0,1,0,local,Gabes,vert,0,0,0,0,0,1,1,2000
Toyota,Avensis,2008,232140,Essence,Manuelle,excellent,SUV,189,2.2,3,0,local,Ben Arous,argent,1,1,1,1,0,0,0,2000
BMW,520d,2012,282411,Essence,Manuelle,bon etat,SUV,185,2.3,3,1,local,Tunis,beige,0,1,0,1,0,0,0,7828
Opel,Astra,2024,14188,Essence,Manuelle,moyen,berline,115,1.4,1,0,local,Gafsa,vert,1,0,0,0,0,1,1,18172
Nissan,Micra,2006,471658,Diesel,Manuelle,bon etat,SUV,205,2.5,2,0,local,Sfax,noir,0,0,1,1,1,0,0,2000
Ford,Fiesta,2015,266771,Essence,Automatique,tres bon etat,citadine,78,1.1,2,0,local,Sfax,beige,0,0,1,0,1,1,1,2798
BMW,118i,2023,14554,Diesel,Automatique,a reparer,compacte,128,1.9,1,0,imported,Gabes,beige,1,0,1,1,0,0,1,34022
Kia,Carens,2020,117582,Diesel,Manuelle,moyen,monospace,119,1.3,1,1,local,Gabes,noir,0,0,0,0,1,0,0,6893
Mitsubishi,Outlander,2011,233916,Essence,Manuelle,bon etat,monospace,101,1.5,4,0,local,Nabeul,beige,1,0,0,1,0,1,0,2000
Hyundai,Tucson,2016,178758,Essence,Manuelle,excellent,SUV,120,1.9,2,0,imported,Ariana,rouge,0,0,0,0,1,0,1,7513
Renault,Clio,2014,158232,Diesel,Manuelle,excellent,monospace,102,1.4,2,0,local,Ben Arous,argent,1,0,1,0,0,1,0,4272
Audi,A3,2014,76892,Essence,Manuelle,moyen,monospace,123,1.2,1,0,imported,Nabeul,vert,0,1,1,1,1,0,0,18337
Chery,Tiggo,2010,242874,Diesel,Automatique,excellent,monospace,139,1.9,2,0,local,Sfax,rouge,0,0,0,0,1,0,0,2000
Renault,Symbol,2007,147701,Essence,Automatique,excellent,citadine,69,0.9,1,0,local,Bizerte,blanc,1,0,1,0,0,1,1,2000
Renault,Symbol,2016,126183,Essence,Automatique,excellent,berline,135,1.7,3,0,imported,Nabeul,rouge,0,0,1,0,0,0,1,8763
Fiat,Punto,2013,225346,Essence,Manuelle,excellent,SUV,214,3.0,1,1,local,Ben Arous,gris,0,0,0,1,0,0,0,2000
Toyota,Rav4,2008,192946,Essence,Manuelle,bon etat,SUV,190,2.4,3,0,local,Gafsa,bleu,0,0,1,0,1,0,0,2000
Chery,Arrizo,2019,90537,Diesel,Manuelle,moyen,break,159,1.8,1,0,local,Gafsa,vert,1,1,0,0,0,0,1,7408
Hyundai,Elantra,2005,281911,Essence,Automatique,bon etat,compacte,93,1.3,3,0,local,Sousse,rouge,1,0,0,1,1,1,0,2000
Toyota,Avensis,2014,190915,Essence,Manuelle,excellent,SUV,219,2.7,2,0,imported,Gafsa,rouge,1,0,0,0,1,0,1,5932
Hyundai,i20,2008,348791,Diesel,Automatique,tres bon etat,break,119,1.3,1,0,local,Ben Arous,bleu,1,1,1,0,0,0,0,2000
Audi,Q3,2014,98447,Diesel,Automatique,tres bon etat,citadine,61,0.9,2,0,local,Bizerte,argent,0,0,0,1,0,1,0,21197
BMW,320i,2009,250967,Essence,Automatique,bon etat,berline,149,1.8,1,0,local,Tunis,noir,0,1,0,1,0,0,1,7046
BMW,X1,2007,366636,Diesel,Automatique,bon etat,break,101,1.1,1,1,imported,Sousse,beige,1,0,0,1,1,0,0,2000
Volkswagen,Golf 5,2019,72610,Essence,Manuelle,excellent,break,123,1.8,3,0,local,Sfax,gris,0,0,0,1,0,1,0,16659
Chery,Arrizo,2005,157149,Essence,Automatique,a reparer,SUV,141,1.8,2,0,local,Sousse,rouge,0,0,0,0,0,0,1,2000
BMW,X1,2018,82375,Essence,Automatique,tres bon etat,compacte,110,1.2,1,0,local,Ariana,argent,0,1,0,0,0,0,0,33110
Mitsubishi,Lancer,2021,9438,Essence,Manuelle,moyen,citadine,61,1.0,2,0,local,Tunis,rouge,0,0,1,0,1,1,1,14575
Volkswagen,Golf 4,2012,105439,Essence,Manuelle,tres bon etat,compacte,103,1.2,2,0,imported,Kairouan,argent,0,1,1,0,0,0,1,7152
Dacia,Sandero,2005,357720,Diesel,Manuelle,moyen,compacte,98,0.9,2,0,local,Bizerte,vert,1,1,0,0,1,0,1,2000
Dacia,Duster,2020,93519,Essence,Automatique,bon etat,citadine,89,1.1,1,0,local,Nabeul,bleu,1,1,0,1,0,1,0,10893
Mitsubishi,Lancer,2010,186725,Diesel,Manuelle,bon etat,break,112,1.6,1,0,local,Kairouan,argent,1,0,1,0,0,1,0,2000
Suzuki,Vitara,2010,234652,Diesel,Manuelle,bon etat,break,132,1.5,1,0,local,Sfax,gris,0,0,1,1,1,0,1,2000
Ford,Focus,2014,199332,Diesel,Manuelle,tres bon etat,break,120,1.5,1,0,local,Ben Arous,blanc,1,1,1,1,0,0,0,4088
Volkswagen,Golf 5,2022,49072,Essence,Automatique,bon etat,citadine,92,1.1,1,0,imported,Sfax,blanc,0,0,0,1,1,0,0,24257
Audi,A4,2015,48740,Essence,Manuelle,bon etat,berline,168,2.0,3,0,imported,Ben Arous,beige,0,1,1,1,1,1,0,24036
Fiat,Tipo,2014,240023,Essence,Manuelle,a reparer,monospace,115,1.6,1,0,imported,Gafsa,rouge,1,0,0,1,0,0,0,2000
BMW,320i,2019,67851,Diesel,Automatique,tres bon etat,SUV,196,2.6,2,0,local,Bizerte,blanc,1,0,0,0,1,1,0,37232
Dacia,Logan,2023,35889,Diesel,Manuelle,tres bon etat,compacte,106,1.4,2,1,local,Sousse,vert,0,1,0,0,0,1,1,11798
Hyundai,Tucson,2018,72611,Essence,Automatique,tres bon etat,berline,128,1.2,4,0,local,Tunis,vert,0,0,1,0,0,0,0,11625
Audi,Q3,2023,36865,Essence,Manuelle,bon etat,berline,130,1.8,3,1,imported,Bizerte,argent,0,0,1,0,1,1,0,40725
Dacia,Sandero,2006,117476,Essence,Automatique,bon etat,monospace,129,1.5,2,0,local,Kairouan,beige,1,1,0,1,0,1,0,2000
Mitsubishi,Outlander,2011,342598,Hybride,Manuelle,moyen,SUV,126,1.5,1,0,local,Bizerte,bleu,1,0,1,1,0,0,0,2000
Peugeot,2008,2013,182007,Essence,Manuelle,tres bon etat,compacte,90,1.3,2,0,imported,Gabes,beige,0,1,0,1,0,0,1,4646
Mitsubishi,Lancer,2022,30194,Essence,Automatique,moyen,citadine,86,1.2,1,0,imported,Nabeul,gris,1,0,0,0,0,1,0,14827
Opel,Insignia,2012,167267,Essence,Manuelle,tres bon etat,citadine,63,0.9,2,1,local,Sfax,bleu,1,1,1,0,0,0,1,2323
Chery,Tiggo,2007,356123,Diesel,Manuelle,tres bon etat,citadine,89,1.2,1,0,imported,Ben Arous,gris,1,0,0,0,0,1,0,2000
Ford,Kuga,2005,248601,Essence,Manuelle,bon etat,SUV,132,1.6,1,0,local,Nabeul,noir,0,0,1,0,1,0,0,2000
Toyota,Avensis,2023,36573,Essence,Automatique,moyen,berline,126,1.8,3,0,local,Bizerte,vert,0,0,1,1,0,0,0,20142
Kia,Picanto,2021,44680,Diesel,Manuelle,tres bon etat,SUV,135,1.4,2,0,local,Gafsa,argent,1,0,0,0,1,1,0,14783
Nissan,Micra,2017,179071,Essence,Manuelle,tres bon etat,SUV,193,2.0,2,0,local,Ariana,noir,0,0,0,1,0,0,1,6631
Mitsubishi,Outlander,2008,177413,Essence,Manuelle,tres bon etat,break,150,1.7,1,0,imported,Gafsa,blanc,0,0,1,1,1,0,0,2000
BMW,320i,2010,229678,Diesel,Automatique,tres bon etat,compacte,104,1.6,2,0,local,Ariana,bleu,0,0,0,0,1,0,0,9027
BMW,118i,2020,54725,Essence,Manuelle,tres bon etat,break,124,1.9,1,1,local,Gafsa,blanc,1,1,0,0,1,0,1,35587
Audi,A3,2019,59129,Diesel,Manuelle,bon etat,break,154,2.0,1,0,imported,Kairouan,blanc,0,0,0,0,0,0,0,33058
Fiat,500,2006,443600,Essence,Automatique,tres bon etat,compacte,86,1.0,2,0,local,Gafsa,gris,0,1,1,0,1,1,0,2000
Fiat,500,2009,286497,Diesel,Automatique,bon etat,compacte,109,1.7,3,0,local,Ben Arous,rouge,1,1,0,0,0,0,0,2000
Opel,Insignia,2024,29078,Essence,Manuelle,a reparer,break,148,2.3,2,0,local,Tunis,bleu,1,0,1,1,1,0,0,12350
Fiat,500,2020,100173,Essence,Manuelle,bon etat,compacte,128,1.6,1,0,local,Ben Arous,argent,1,0,0,1,0,1,0,9352
Chery,Arrizo,2018,115805,Essence,Automatique,excellent,berline,135,1.2,2,0,imported,Tunis,gris,1,1,0,1,0,0,0,8594
BMW,116i,2008,174283,Essence,Manuelle,tres bon etat,break,141,1.9,1,0,local,Ariana,beige,0,1,1,0,1,0,0,8309
Dacia,Logan,2016,136815,Essence,Manuelle,tres bon etat,SUV,140,1.9,2,1,local,Gabes,noir,1,0,1,1,0,0,0,3912
Audi,A6,2013,89151,Diesel,Manuelle,tres bon etat,break,111,1.2,2,1,imported,Ariana,vert,0,0,0,1,0,1,0,15025
Dacia,Duster,2020,88947,Essence,Manuelle,moyen,compacte,129,1.5,1,1,local,Ariana,gris,1,1,1,0,1,0,0,7434
BMW,X1,2013,184849,Essence,Automatique,a reparer,monospace,150,1.5,3,1,local,Gabes,noir,1,1,1,1,0,1,0,7877
Toyota,Yaris,2017,148542,Essence,Automatique,tres bon etat,compacte,102,1.0,1,0,local,Gafsa,noir,0,1,1,0,0,0,0,10498
Volkswagen,Golf 4,2010,144002,Diesel,Automatique,tres bon etat,monospace,110,1.5,2,0,local,Gabes,gris,0,0,0,0,1,0,0,2974
Nissan,Qashqai,2008,218113,Essence,Automatique,bon etat,break,106,1.6,1,0,local,Sousse,gris,1,1,0,0,1,0,0,2000
Chery,Tiggo,2005,512774,Essence,Manuelle,bon etat,monospace,132,1.8,2,1,imported,Ben Arous,beige,0,0,0,0,0,0,0,2000
Hyundai,i20,2007,81111,Essence,Automatique,tres bon etat,monospace,136,1.2,2,0,imported,Sousse,rouge,0,0,0,0,0,0,0,2000
Ford,Kuga,2016,139896,Essence,Manuelle,tres bon etat,break,149,2.1,2,0,local,Kairouan,argent,1,0,0,1,0,1,0,6309
Volkswagen,Golf 5,2007,251294,Diesel,Manuelle,bon etat,citadine,69,0.9,1,0,local,Ben Arous,bleu,0,1,1,0,1,1,1,2000
Toyota,Rav4,2024,14501,Diesel,Automatique,excellent,berline,122,1.5,1,0,imported,Kairouan,vert,0,1,1,0,0,1,0,37438
Chery,Tiggo,2023,15607,Diesel,Automatique,moyen,compacte,94,1.4,1,0,imported,Ben Arous,blanc,1,0,0,0,1,0,0,14371
Mercedes,GLA,2024,23768,Essence,Automatique,excellent,break,124,1.5,1,0,local,Bizerte,noir,0,1,0,1,1,1,1,81137
Peugeot,208,2015,166282,Essence,Automatique,moyen,break,148,1.7,1,0,local,Sfax,noir,1,0,0,0,0,0,1,4923
Nissan,Micra,2011,96434,Diesel,Manuelle,a reparer,monospace,106,1.4,1,0,imported,Sousse,beige,0,1,1,0,0,1,0,2815
Suzuki,Swift,2021,68478,Diesel,Automatique,bon etat,break,102,1.0,1,0,imported,Ariana,argent,0,0,0,0,0,1,0,12522
Suzuki,Celerio,2020,59107,Essence,Manuelle,bon etat,break,104,1.5,1,0,local,Kairouan,rouge,0,1,0,1,0,0,0,12208
BMW,116i,2018,96674,Diesel,Manuelle,bon etat,berline,164,1.8,2,0,imported,Bizerte,bleu,1,0,1,0,0,1,0,29137
Dacia,Duster,2007,302918,Diesel,Manuelle,tres bon etat,SUV,161,2.4,2,0,local,Ben Arous,vert,1,1,0,1,0,1,1,2000
Nissan,Micra,2019,27412,Essence,Manuelle,tres bon etat,berline,142,1.6,4,0,local,Nabeul,beige,1,1,0,1,0,1,0,11902
BMW,X1,2011,141548,Essence,Manuelle,excellent,SUV,153,2.1,1,0,imported,Ariana,bleu,1,0,0,0,1,1,0,13796
Mitsubishi,Lancer,2014,192837,Essence,Manuelle,tres bon etat,citadine,85,1.4,1,0,local,Sfax,vert,0,1,1,1,0,0,1,4959
Mercedes,GLA,2022,71310,Diesel,Manuelle,excellent,monospace,106,1.2,1,0,imported,Kairouan,argent,0,0,0,1,0,0,1,62607
Opel,Insignia,2010,202400,Diesel,Manuelle,tres bon etat,break,125,1.3,4,0,local,Bizerte,beige,1,0,0,0,1,0,1,2000
Kia,Picanto,2007,141987,Essence,Automatique,bon etat,citadine,65,1.0,3,0,local,Sousse,noir,1,1,0,0,0,0,1,2000
Peugeot,301,2007,345816,Essence,Automatique,bon etat,citadine,68,1.0,2,0,local,Gabes,noir,0,1,0,1,1,1,0,2000
Mitsubishi,Lancer,2020,81832,Essence,Manuelle,bon etat,break,110,1.3,1,0,local,Tunis,bleu,0,0,1,0,0,0,1,11731
Audi,A4,2005,457267,Diesel,Manuelle,tres bon etat,berline,174,1.8,2,0,local,Bizerte,bleu,1,1,0,0,0,1,0,2000
Hyundai,Tucson,2020,42365,Hybride,Automatique,excellent,SUV,130,1.6,3,0,imported,Ben Arous,gris,0,0,1,0,0,0,0,20301
BMW,118i,2019,45778,Essence,Manuelle,excellent,monospace,109,1.3,1,0,local,Sfax,noir,0,1,1,0,1,0,0,44642
Toyota,Rav4,2018,107277,Essence,Manuelle,tres bon etat,SUV,121,1.5,2,0,local,Tunis,beige,0,1,0,0,0,0,0,12915
Ford,Kuga,2024,7896,Essence,Automatique,tres bon etat,monospace,155,1.8,2,0,imported,Ariana,bleu,0,1,1,1,0,0,0,27190
Mercedes,E200,2015,70778,Essence,Manuelle,bon etat,break,104,1.3,3,0,local,Ariana,beige,0,1,1,1,1,0,1,25513
Toyota,Rav4,2009,208692,Essence,Manuelle,bon etat,compacte,105,1.2,2,0,imported,Gabes,rouge,0,1,1,0,0,1,0,2000
Chery,Tiggo,2015,171956,Essence,Automatique,tres bon etat,break,154,1.7,1,0,imported,Gafsa,beige,0,0,0,1,0,0,0,3611
Chery,Arrizo,2006,228831,Essence,Manuelle,moyen,berline,173,2.1,2,0,imported,Kairouan,rouge,1,0,0,0,0,0,1,2000
Audi,A6,2011,239308,Essence,Manuelle,a reparer,compacte,88,1.4,2,0,imported,Bizerte,bleu,1,0,0,1,1,0,0,7048
Ford,Focus,2020,73344,Essence,Manuelle,bon etat,berline,162,1.9,2,1,imported,Gafsa,blanc,1,0,0,1,0,0,1,10004
Mitsubishi,Outlander,2011,227371,Essence,Manuelle,excellent,citadine,92,1.0,1,0,imported,Sfax,bleu,0,0,0,1,0,0,0,2000
Dacia,Sandero,2013,200576,Diesel,Manuelle,bon etat,citadine,67,1.0,1,0,imported,Sousse,gris,0,0,0,1,0,0,1,2000
Opel,Astra,2017,164605,Diesel,Manuelle,bon etat,monospace,101,1.6,1,0,imported,Sousse,gris,1,0,0,0,0,0,1,5716
Opel,Corsa,2009,367640,Essence,Manuelle,bon etat,berline,156,1.9,1,0,local,Ariana,bleu,1,0,0,1,0,0,0,2000
Renault,Kangoo,2019,52601,Essence,Automatique,bon etat,compacte,102,1.1,1,0,imported,Gabes,beige,1,1,0,0,0,0,0,13058
Opel,Astra,2022,18517,Essence,Manuelle,tres bon etat,citadine,76,0.9,1,0,imported,Bizerte,beige,0,0,0,1,1,0,1,18122
Chery,Tiggo,2011,169995,Diesel,Automatique,tres bon etat,citadine,69,0.9,3,0,local,Gabes,argent,0,0,0,0,0,1,1,2000
Renault,Symbol,2019,62460,Diesel,Manuelle,moyen,citadine,90,1.1,1,0,imported,Nabeul,gris,0,0,0,0,0,0,1,10145
Mercedes,GLA,2023,33164,Diesel,Manuelle,tres bon etat,berline,123,1.2,3,1,local,Ariana,beige,1,1,0,0,0,0,1,44377
Suzuki,Celerio,2015,206522,Essence,Automatique,bon etat,compacte,99,1.3,2,0,imported,Nabeul,gris,1,0,1,0,1,0,1,4024
